,Instance,Model,X,Y,R_sq_log,Score
0,LLEE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.07615029 -0.23311152]
 [ 0.05380805 -0.25525711]
 [ 0.02896805 -0.27459884]
 ...
 [ 0.31380172  0.40167082]
 [ 0.34522202  0.4041027 ]
 [ 0.37664412  0.40201053]]","[[9.13563262]
 [8.23524759]
 [8.50428811]
 ...
 [9.48916545]
 [9.03174256]
 [9.69572058]]",2.047146999626217
1,LLEE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.27793245 -0.22976527]
 [ 0.24978129 -0.26774946]
 [ 0.21819099 -0.30316787]
 ...
 [ 0.22935584  0.70350557]
 [ 0.23709214  0.73352752]
 [ 0.24483519  0.76392052]]","[[8.89819977]
 [9.6246472 ]
 [9.02167212]
 ...
 [4.820682  ]
 [5.59042382]
 [8.29162325]]",1.748823183713393
2,LLEE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.0692297  -0.06011808]
 [ 0.07389684 -0.08531517]
 [ 0.08097523 -0.1117668 ]
 ...
 [ 0.26368302  0.37174514]
 [ 0.24684411  0.39868368]
 [ 0.22838511  0.42428492]]","[[5.38230404]
 [0.18389862]
 [5.42484037]
 ...
 [3.57044529]
 [2.19352217]
 [5.56249132]]",1.693206257990735
3,LLEE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 23.16875916 -35.92728729]
 [ 23.94092139 -34.96330176]
 [ 24.74926318 -33.94479689]
 ...
 [-30.58300885  29.8087455 ]
 [-31.19297109  30.84225652]
 [-31.73820868  31.8029335 ]]","[[0.0582083 ]
 [0.03219402]
 [0.01694293]
 ...
 [0.05727947]
 [0.01022512]
 [0.13807812]]",0.2562160860432481
4,LLEE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 6.35606555e-01  5.22100501e+00]
 [ 1.42764156e-01  4.87702731e+00]
 [-1.84744358e-03  4.81152881e+00]
 ...
 [-2.23063845e+00  2.04941669e+01]
 [-2.23730810e+00  2.06985649e+01]
 [-2.16053163e+00  2.08425941e+01]]","[[9.65921928]
 [7.32829514]
 [9.76327689]
 ...
 [1.33100941]
 [1.8390134 ]
 [2.34158548]]",1.2890811627328176
5,LLEH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.25564533 -0.05349628]
 [ 0.2521853  -0.08501799]
 [ 0.24501574 -0.11594684]
 ...
 [-0.26902779  0.18949287]
 [-0.24609224  0.21143412]
 [-0.22030811  0.22984885]]","[[10.68719298]
 [12.56784763]
 [13.01229704]
 ...
 [ 5.37476297]
 [ 7.10703432]
 [ 4.85926395]]",2.078425021700481
6,LLEH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.31406733 -0.0596848 ]
 [ 0.30922449 -0.03969127]
 [ 0.31040388 -0.003446  ]
 ...
 [-0.40777484 -0.08423571]
 [-0.38822336 -0.11937043]
 [-0.35694993 -0.15973961]]","[[17.51931583]
 [13.45973131]
 [12.11684483]
 ...
 [ 5.46317927]
 [ 7.9362083 ]
 [ 5.43078382]]",1.8911093380274622
7,LLEH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.06008721 -0.10086548]
 [ 0.06811283 -0.13128934]
 [ 0.07940556 -0.16046926]
 ...
 [ 0.49327178  0.2324528 ]
 [ 0.4690972   0.24997683]
 [ 0.44289045  0.26352132]]","[[ 7.21339402]
 [ 5.11393818]
 [ 6.68525988]
 ...
 [ 7.82205927]
 [ 6.78515395]
 [16.08878878]]",1.9568409809927976
8,LLEH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-36.45661659  -1.06486535]
 [-35.08885048  -2.97096832]
 [-33.17869338  -5.62410177]
 ...
 [ 35.87749607 -13.3363912 ]
 [ 37.76008675 -12.11839144]
 [ 39.85371532 -10.04269953]]","[[0.13990492]
 [0.01799923]
 [0.00583595]
 ...
 [0.15138547]
 [0.50951932]
 [0.37772929]]",0.6572651402768871
9,LLEH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 4.50088761  5.86038449]
 [ 4.28880489  6.34295013]
 [ 4.1811399   6.55802168]
 ...
 [-6.12528126  2.92502154]
 [-6.41925221  2.81000672]
 [-6.68896339  2.74461236]]","[[6.75982937]
 [5.17744746]
 [9.4988995 ]
 ...
 [4.1021524 ]
 [1.30843282]
 [1.58943578]]",1.470331876897344
10,LLHE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.16102195  0.27991713]
 [ 0.18889919  0.27594944]
 [ 0.21892665  0.27145559]
 ...
 [-0.44893775  0.24384245]
 [-0.43187299  0.24203764]
 [-0.40970068  0.23926052]]","[[4.95592632]
 [3.68527361]
 [4.03815306]
 ...
 [5.49995285]
 [4.94997322]
 [2.67936838]]",1.9466666358839715
11,LLHE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.46759212 -0.24076437]
 [-0.50098918 -0.25718329]
 [-0.52125321 -0.26468176]
 ...
 [ 0.84664498 -0.19144153]
 [ 0.82560606 -0.20690017]
 [ 0.7890177  -0.21843224]]","[[9.90987822]
 [8.92690384]
 [8.0828664 ]
 ...
 [8.06073477]
 [8.43815765]
 [8.04154047]]",1.9049681756708219
12,LLHE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.0293828   0.10052889]
 [ 0.02083952  0.12717624]
 [ 0.01364527  0.15643878]
 ...
 [ 0.27248568 -0.46410686]
 [ 0.26156398 -0.44938189]
 [ 0.25131523 -0.42915069]]","[[5.12200535]
 [2.73352825]
 [5.07380223]
 ...
 [5.92930719]
 [4.93998744]
 [5.14174019]]",1.8690690549877056
13,LLHE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 23.64034405 -40.7128809 ]
 [ 24.99076549 -41.26300797]
 [ 25.90572421 -41.8588455 ]
 ...
 [-16.35595779  46.58770945]
 [-12.34962403  47.78271264]
 [-10.50873752  47.0630476 ]]","[[0.50327919]
 [0.85449391]
 [3.38117948]
 ...
 [0.85308118]
 [1.04640605]
 [7.27643583]]",0.6327383591060691
14,LLHE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.48951755  5.23649449]
 [ 0.21553328  4.98399972]
 [ 0.10657541  4.8292978 ]
 ...
 [12.49132862 -2.39209338]
 [12.34577036 -2.63704912]
 [12.24018626 -2.7597978 ]]","[[7.31370422]
 [6.09321481]
 [8.29463509]
 ...
 [0.35073353]
 [1.88404226]
 [2.24287039]]",1.3915297369336916
15,LLHH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.05575353 -0.18447537]
 [ 0.08313344 -0.20012704]
 [ 0.1129503  -0.2107111 ]
 ...
 [-0.04332573 -0.07151337]
 [-0.02748696 -0.09888156]
 [-0.00626938 -0.12212309]]","[[11.24941913]
 [12.01359964]
 [11.75617876]
 ...
 [ 5.62825655]
 [ 5.35394656]
 [ 5.8682211 ]]",1.9372549230364293
16,LLHH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.0855148  -0.28071629]
 [ 0.1249036  -0.28617406]
 [ 0.16257401 -0.29128743]
 ...
 [-0.0300481  -0.18929236]
 [-0.01844491 -0.21437146]
 [ 0.00037212 -0.2342564 ]]","[[6.31204126]
 [5.67527328]
 [3.75043388]
 ...
 [5.63653931]
 [6.37166558]
 [5.3419801 ]]",1.8334011662793823
17,LLHH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.04793783 -0.07875856]
 [ 0.04746092 -0.10733289]
 [ 0.0506511  -0.13742011]
 ...
 [ 0.07457382  0.03170482]
 [ 0.06378257  0.01225429]
 [ 0.05703249 -0.01166115]]","[[5.92696751]
 [0.95352058]
 [5.81850684]
 ...
 [5.52961825]
 [5.45774046]
 [6.68309572]]",1.8686491589152827
18,LLHH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[28.20989876 12.85767388]
 [29.17727998 10.23758338]
 [29.91113331  7.35140286]
 ...
 [18.37321787 21.79096202]
 [20.02246037 21.23352304]
 [21.96259995 19.54663992]]","[[0.08235996]
 [0.04423549]
 [0.01393599]
 ...
 [0.2834694 ]
 [0.10444402]
 [0.01962984]]",0.8765495513442654
19,LLHH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 5.70195925  4.65147235]
 [ 5.95440746  4.10245024]
 [ 5.96892706  3.88721987]
 ...
 [-1.99771402  7.56689194]
 [-0.23540723  7.37520032]
 [ 1.45575895  6.94498966]]","[[6.42372039]
 [5.76465206]
 [7.11424092]
 ...
 [0.62173698]
 [0.38743774]
 [1.18976218]]",1.4886128164795065
20,LPEE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.23117113 -0.12555713]
 [ 0.22221641 -0.15532504]
 [ 0.20974326 -0.18379358]
 ...
 [-0.12169354  0.32118711]
 [-0.09541056  0.33788599]
 [-0.06696895  0.35062063]]","[[9.00525889]
 [7.9544028 ]
 [8.34588731]
 ...
 [4.56263222]
 [6.83650467]
 [8.53818502]]",2.076405077731452
21,LPEE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.37272634  0.0326783 ]
 [ 0.36396784  0.05773829]
 [ 0.35440397  0.08717008]
 ...
 [-0.3724904  -0.27625376]
 [-0.38220993 -0.30471305]
 [-0.39875325 -0.33625318]]","[[6.55429671]
 [5.93908234]
 [4.59121452]
 ...
 [9.75658564]
 [9.7771297 ]
 [9.01203483]]",1.9022020773474793
22,LPEE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.07640426 -0.06105409]
 [ 0.0846466  -0.08747927]
 [ 0.09551708 -0.11441705]
 ...
 [ 0.42313714  0.1719621 ]
 [ 0.40226444  0.19584625]
 [ 0.37992806  0.21763952]]","[[5.331222  ]
 [0.67999394]
 [5.39941058]
 ...
 [4.18190727]
 [6.62106955]
 [9.75216798]]",1.7897239985509676
23,LPEE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 30.77055168  31.02482157]
 [ 30.6178457   29.78293673]
 [ 30.56031383  28.37186483]
 ...
 [ -8.66170932 -49.36694784]
 [-10.52802832 -50.51069699]
 [-12.26678991 -51.57173653]]","[[0.1167042 ]
 [0.0047976 ]
 [0.00642071]
 ...
 [0.82132334]
 [0.9125135 ]
 [4.63385552]]",0.6086292256387211
24,LPEE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 1.0404238   3.97169378]
 [ 0.4676496   3.6786497 ]
 [ 0.33553069  3.60180105]
 ...
 [-7.26008821 10.94182409]
 [-7.47420626 11.1049967 ]
 [-7.69828935 11.26156511]]","[[ 9.35827709]
 [ 8.33100936]
 [12.66670349]
 ...
 [15.06427995]
 [ 4.23323458]
 [ 5.27712182]]",1.3277181908424016
25,LPEH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.278206    0.07442733]
 [ 0.28450865  0.0433845 ]
 [ 0.28709771  0.01177996]
 ...
 [-0.26774351  0.2251916 ]
 [-0.25257988  0.25302936]
 [-0.23362936  0.27837617]]","[[10.23743708]
 [11.19313769]
 [11.35743042]
 ...
 [ 8.6479575 ]
 [ 9.18562664]
 [ 9.44807782]]",2.2377456007391485
26,LPEH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.47890531 -0.00244382]
 [ 0.45095451  0.00166427]
 [ 0.41899186  0.00910326]
 ...
 [-0.47355013 -0.18008485]
 [-0.50296399 -0.1997954 ]
 [-0.53527956 -0.2229886 ]]","[[6.73425893]
 [5.35310059]
 [7.05538534]
 ...
 [5.33616166]
 [8.30772831]
 [8.11918384]]",2.021445427877859
27,LPEH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.06946698 -0.10341159]
 [ 0.07911512 -0.13162998]
 [ 0.09185346 -0.15810853]
 ...
 [ 0.4728604   0.30980296]
 [ 0.44835267  0.32286943]
 [ 0.42211981  0.33174246]]","[[ 7.21921218]
 [ 5.03136492]
 [ 6.5970657 ]
 ...
 [10.95685046]
 [ 7.70288676]
 [10.48130357]]",2.154879023620601
28,LPEH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-14.11538396 -38.08524456]
 [-13.77076214 -36.78499779]
 [-13.58812314 -35.22087925]
 ...
 [ 14.55033258  49.87563143]
 [ 21.10193929  53.12698697]
 [ 21.25736561  55.36003819]]","[[0.67177493]
 [0.04351393]
 [0.00550177]
 ...
 [3.75697351]
 [1.25272137]
 [3.08791041]]",0.6563624603285722
29,LPEH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 6.80312066  2.80490211]
 [ 6.1130884   2.48887933]
 [ 5.76475278  2.45403178]
 ...
 [-2.77099963 12.88342992]
 [-2.78781485 13.37354767]
 [-2.85465895 13.75335255]]","[[ 5.79758631]
 [ 2.27713681]
 [19.26065301]
 ...
 [ 1.95146875]
 [ 3.15681716]
 [ 5.00003454]]",1.4946211581142046
30,LPHE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.09533103  0.2861232 ]
 [ 0.12201318  0.28293354]
 [ 0.15095061  0.27773301]
 ...
 [-0.16822894  0.1957514 ]
 [-0.15245488  0.19880164]
 [-0.13157238  0.1993003 ]]","[[4.9391874 ]
 [3.15804918]
 [5.0692382 ]
 ...
 [8.98934011]
 [8.50178676]
 [9.25477118]]",1.926923408560482
31,LPHE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.13603044  0.36782154]
 [ 0.17018783  0.38690012]
 [ 0.21183836  0.40075471]
 ...
 [-0.23833773  0.23062206]
 [-0.21935719  0.25663262]
 [-0.18488097  0.26098551]]","[[7.7547644 ]
 [3.07773594]
 [5.34409827]
 ...
 [6.39403819]
 [6.1127804 ]
 [5.755245  ]]",1.8326489148347378
32,LPHE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.05800964  0.08127781]
 [ 0.05815929  0.10802654]
 [ 0.06054498  0.13717481]
 ...
 [ 0.17234276 -0.17562238]
 [ 0.16612866 -0.16020192]
 [ 0.16242151 -0.13950573]]","[[5.02213222]
 [2.83429984]
 [5.26101835]
 ...
 [8.24386261]
 [5.60901637]
 [8.37810946]]",1.913613418180996
33,LPHE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 19.78553486  36.95584412]
 [ 20.98696079  36.14337176]
 [ 22.18149026  35.17775976]
 ...
 [-38.805543     0.4088162 ]
 [-40.53869437   0.5232947 ]
 [-42.22489014   1.2658234 ]]","[[0.33906392]
 [0.03481537]
 [0.12942635]
 ...
 [0.09151569]
 [0.04541863]
 [0.05586242]]",0.7892386883834536
34,LPHE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 1.99313436  4.21359956]
 [ 1.82357667  3.87093902]
 [ 1.74654216  3.70963353]
 ...
 [12.95817973  8.79523232]
 [12.5468357   9.38222063]
 [11.86888738  9.70377626]]","[[5.8588946 ]
 [7.00010748]
 [5.60257999]
 ...
 [1.77361719]
 [0.86334347]
 [1.55253748]]",1.3262825776048457
35,LPHH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.02111703 -0.17624917]
 [ 0.00328035 -0.19617844]
 [ 0.03089502 -0.21149727]
 ...
 [-0.18464294 -0.02563099]
 [-0.173494   -0.055257  ]
 [-0.15638647 -0.08168191]]","[[12.68134054]
 [14.37933039]
 [13.79646277]
 ...
 [ 6.46900387]
 [ 5.65884989]
 [ 7.07858754]]",2.1701871941038897
36,LPHH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.01485824  0.24689055]
 [ 0.01367292  0.27758081]
 [ 0.04802268  0.30486967]
 ...
 [-0.31377995  0.06269804]
 [-0.29153968  0.09285322]
 [-0.25532002  0.12044248]]","[[5.37304249]
 [9.02174565]
 [8.37337691]
 ...
 [6.6653572 ]
 [4.69907599]
 [7.26109714]]",2.1462851741996514
37,LPHH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.0632037  -0.07836488]
 [ 0.06767102 -0.10758584]
 [ 0.0757865  -0.13745164]
 ...
 [ 0.13015201  0.15272745]
 [ 0.12352204  0.13027904]
 [ 0.12139291  0.10427041]]","[[ 5.81466746]
 [ 2.50820087]
 [ 5.6743239 ]
 ...
 [10.99487658]
 [12.94853961]
 [ 6.86113548]]",2.024031060770482
38,LPHH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[  0.29951731   6.30884938]
 [ -0.45084931   8.06049418]
 [ -1.24425331   9.30576473]
 ...
 [ 20.33375306 -13.20326801]
 [ 21.99728236  -6.93798444]
 [ 21.0050127   -3.32040049]]","[[0.18498737]
 [0.29361747]
 [0.35769496]
 ...
 [0.02507236]
 [0.05960858]
 [0.12137439]]",0.6653018771797355
39,LPHH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 2.01470845  3.41575887]
 [ 2.01582278  2.68729085]
 [ 2.01915413  2.51976474]
 ...
 [10.78674025  8.60465847]
 [10.08497077  8.91507804]
 [ 9.0672859   9.21770506]]","[[9.7313509 ]
 [7.61986889]
 [6.40034928]
 ...
 [2.05491936]
 [1.48188066]
 [0.17332986]]",1.358350150323216
40,LSEE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.67112626  0.29769701]
 [ 0.66564867  0.30691994]
 [ 0.65973126  0.31250929]
 ...
 [-0.58713855 -0.28835767]
 [-0.58037369 -0.27596059]
 [-0.57375631 -0.25956559]]","[[6.62760206]
 [6.4855217 ]
 [6.05302724]
 ...
 [6.13748267]
 [4.40443835]
 [6.46999073]]",1.4003894436157913
41,LSEE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 1.07505265 -0.05280387]
 [ 1.04225848 -0.03759533]
 [ 1.00960761 -0.02179663]
 ...
 [-0.80675777  0.02565837]
 [-0.83026842  0.05277741]
 [-0.85505378  0.08075145]]","[[3.94067651]
 [1.39358673]
 [3.93644754]
 ...
 [5.85872129]
 [4.95507483]
 [6.58144337]]",1.0838473482466413
42,LSEE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.09625833 -0.01614717]
 [ 0.10884548 -0.01533262]
 [ 0.12315496 -0.01134323]
 ...
 [ 1.41653339 -0.00741321]
 [ 1.39711807 -0.02532897]
 [ 1.3774316  -0.04588828]]","[[6.20438499]
 [5.265056  ]
 [8.20351583]
 ...
 [5.17776131]
 [3.09982677]
 [5.7614872 ]]",1.3604973985660997
43,LSEE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-27.64307852 -46.18430481]
 [-26.4594196  -45.74904321]
 [-25.22954322 -45.27333494]
 ...
 [ 20.94231192  43.41590368]
 [ 22.60535749  43.17489222]
 [ 24.14342651  42.95090771]]","[[0.00409956]
 [0.05456618]
 [0.09455317]
 ...
 [0.05868921]
 [0.02653915]
 [0.10057962]]",0.03227225684409212
44,LSEE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 6.40788492e-01  6.14352443e+00]
 [ 1.39656880e-01  5.95941532e+00]
 [-8.34854729e-03  5.93180987e+00]
 ...
 [-2.75259606e+00  1.75933694e+01]
 [-2.98484050e+00  1.78436859e+01]
 [-3.17574192e+00  1.80502515e+01]]","[[10.34770425]
 [ 6.86325839]
 [ 6.24188079]
 ...
 [ 4.54544997]
 [ 2.41556588]
 [ 4.98284199]]",1.240052164413555
45,LSEH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.19363803 -0.30683854]
 [-0.21243704 -0.32235974]
 [-0.23290243 -0.33458539]
 ...
 [ 0.48729127  0.38829115]
 [ 0.51136159  0.38276057]
 [ 0.5350603   0.37291875]]","[[10.08386963]
 [11.71057919]
 [14.77501545]
 ...
 [ 7.46637228]
 [ 7.31614433]
 [ 9.42549852]]",1.7201857120273876
46,LSEH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.08212869 -0.64395434]
 [-0.1062999  -0.64048927]
 [-0.12973201 -0.63690231]
 ...
 [ 0.37036179  0.71691228]
 [ 0.37678962  0.75012499]
 [ 0.38488771  0.78325438]]","[[5.20053013]
 [4.39658605]
 [5.39153958]
 ...
 [7.2118033 ]
 [7.51847394]
 [9.27833292]]",1.435142571259282
47,LSEH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.05919118 -0.05623662]
 [ 0.05944679 -0.07502794]
 [ 0.06128169 -0.09644672]
 ...
 [ 0.97701997  0.27081817]
 [ 0.96822734  0.30010885]
 [ 0.95810537  0.32985251]]","[[5.05501935]
 [3.34353762]
 [5.88853033]
 ...
 [4.95157772]
 [4.49789783]
 [6.11704719]]",1.7275355022767644
48,LSEH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[  2.57276416 -41.15507126]
 [  3.46697996 -40.62023765]
 [  4.41627578 -40.07925329]
 ...
 [-13.81052948  40.01137802]
 [-13.53567846  41.29243843]
 [-13.28658133  42.48681183]]","[[0.09392412]
 [0.06208485]
 [0.11571758]
 ...
 [0.08518062]
 [0.03343418]
 [0.17458738]]",0.11087182301258092
